,17%,25%,50%,75%,83%
B[Lanai-South Human Density],-0.605585921,-0.526003714,-0.347706483,-0.179682239,-0.113608746
B[Maui-Kahului Human Density],-0.553081456,-0.479948428,-0.317940947,-0.162873009,-0.097638396
B[Maui-Kihei Human Density],-0.584308667,-0.509882923,-0.344623787,-0.187785605,-0.123401219
B[Maui-Lahaina Human Density],-0.589861678,-0.513829046,-0.341499339,-0.187737924,-0.123139856
B[Maui-Northeast Human Density],-0.572294769,-0.501126217,-0.339093041,-0.186274115,-0.123066721
B[Maui-Northwest Human Density],-0.577446898,-0.498390703,-0.328659264,-0.166359234,-0.100127986
B[Molokai-Northwest Human Density],-0.620542404,-0.533995092,-0.352655728,-0.187861295,-0.119823507
B[Molokai-Pali Human Density],-0.655519881,-0.564844063,-0.379710999,-0.212148944,-0.146650874
B[Molokai-South Human Density],-0.553572004,-0.475460214,-0.31481706,-0.155871355,-0.090112432
B[Molokai-West Human Density],-0.537617243,-0.468862961,-0.309291514,-0.155502995,-0.093030751
B[Niihau-East Human Density],-0.655690778,-0.571384644,-0.385723008,-0.215032287,-0.144598753
B[Niihau-Lehua Human Density],-0.785792524,-0.680324265,-0.453008848,-0.252544611,-0.173598478
B[Niihau-West Human Density],-0.720478136,-0.630297793,-0.438814992,-0.259041761,-0.187959625
B[Oahu-East Human Density],-0.609851734,-0.534430493,-0.365772911,-0.202257834,-0.134265238
B[Oahu-Kaena Human Density],-0.578807232,-0.499142467,-0.329120591,-0.16515257,-0.094746637
B[Oahu-Northeast Human Density],-0.531674858,-0.462506147,-0.306115654,-0.150466444,-0.081117547
B[Oahu-Northwest Human Density],-0.615407914,-0.532691027,-0.354996932,-0.186590548,-0.119180378
B[Oahu-South Human Density],-0.477901163,-0.413025992,-0.263299448,-0.111966112,-0.048239587
mu.bIS[Hawaii Intercept],2.624252108,2.663951295,2.754143445,2.84001196,2.877659184
mu.bIS[Kauai Intercept],2.684621988,2.735165644,2.860585827,2.993292445,3.056918551
mu.bIS[Lanai Intercept],2.659701445,2.704376091,2.808134451,2.916964082,2.963618388
mu.bIS[Maui Intercept],2.595596645,2.632547351,2.718084266,2.80307316,2.837532468
mu.bIS[Molokai Intercept],2.657425483,2.694846665,2.780832263,2.867569939,2.904623415
mu.bIS[Niihau Intercept],2.765987241,2.81711814,2.946262761,3.093231388,3.161135709
mu.bIS[Oahu Intercept],2.549993641,2.596500352,2.701180044,2.803510217,2.845830934
mu.bIS[Hawaii Coral],0.539481035,0.611965959,0.77342703,0.940700106,1.00831083
mu.bIS[Kauai Coral],0.666774241,0.742709281,0.929479322,1.127893539,1.215693686
mu.bIS[Lanai Coral],0.69833597,0.771283448,0.946413804,1.12949125,1.206112103
mu.bIS[Maui Coral],0.695820587,0.765558954,0.934698037,1.108107863,1.180772128
mu.bIS[Molokai Coral],0.641747234,0.709286808,0.874889668,1.04550907,1.117248241
mu.bIS[Niihau Coral],0.629961985,0.708402232,0.893915971,1.084534197,1.171622096
mu.bIS[Oahu Coral],0.663309875,0.727878847,0.891507877,1.055310536,1.123397072
mu.bIS[Hawaii Coral x Coral],-0.801587168,-0.734539202,-0.582851941,-0.433427076,-0.3701973
mu.bIS[Kauai Coral x Coral],-0.788676465,-0.714157293,-0.544528008,-0.376776844,-0.308351
mu.bIS[Lanai Coral x Coral],-0.767443018,-0.698400118,-0.538821249,-0.381777279,-0.319392646
mu.bIS[Maui Coral x Coral],-0.762987057,-0.69951238,-0.550116881,-0.404257,-0.343951493
mu.bIS[Molokai Coral x Coral],-0.782184789,-0.717357657,-0.567440988,-0.42066473,-0.361412264
mu.bIS[Niihau Coral x Coral],-0.8049523,-0.729213112,-0.559352403,-0.394684078,-0.327498665
mu.bIS[Oahu Coral x Coral],-0.782533651,-0.712423248,-0.551196235,-0.390573435,-0.32796601
mu.bIS[Hawaii Sand],-0.168204644,-0.144466148,-0.092020232,-0.040242782,-0.02120446
mu.bIS[Kauai Sand],-0.178241573,-0.152734578,-0.095297713,-0.042377105,-0.021421544
mu.bIS[Lanai Sand],-0.17788885,-0.152649262,-0.0956133,-0.043033316,-0.023070123
mu.bIS[Maui Sand],-0.185287122,-0.161291152,-0.106733686,-0.054283051,-0.034555361
mu.bIS[Molokai Sand],-0.163394139,-0.142403923,-0.093102184,-0.044441884,-0.025019015
mu.bIS[Niihau Sand],-0.19358209,-0.166084536,-0.106068055,-0.051496326,-0.03093128
mu.bIS[Oahu Sand],-0.164785835,-0.143210559,-0.091915664,-0.04282373,-0.023545421
mu.bIS[Hawaii CCA],0.087664217,0.112499363,0.172079488,0.234766579,0.262659433
mu.bIS[Kauai CCA],0.039077642,0.074454356,0.15247134,0.231370716,0.267038344
mu.bIS[Lanai CCA],0.10024101,0.131069247,0.211038821,0.308728228,0.356191242
mu.bIS[Maui CCA],0.104673102,0.132215055,0.202303209,0.28408128,0.320628432
mu.bIS[Molokai CCA],0.122536163,0.150462694,0.226939718,0.318544528,0.360825771
mu.bIS[Niihau CCA],0.082876909,0.112753236,0.189556139,0.277121342,0.319209958
mu.bIS[Oahu CCA],0.081164478,0.111908858,0.184089139,0.26525481,0.303961908
mu.bIS[Hawaii Depth],0.174453261,0.212709931,0.296177945,0.378967993,0.414064412
mu.bIS[Kauai Depth],0.239331268,0.281125307,0.379224656,0.486802185,0.536612201
mu.bIS[Lanai Depth],0.327683715,0.36486717,0.458164308,0.565109659,0.613958585
mu.bIS[Maui Depth],0.230126806,0.262594094,0.338513627,0.415977193,0.451165308
mu.bIS[Molokai Depth],0.223811439,0.255375715,0.327909378,0.401258158,0.431999139
mu.bIS[Niihau Depth],0.218189195,0.254512634,0.341557922,0.430189669,0.46879973
mu.bIS[Oahu Depth],0.253101055,0.283272337,0.360056561,0.440001084,0.473084802
mu.bIS[Hawaii Complexity],0.442315304,0.485392794,0.585834164,0.686761169,0.729914494
mu.bIS[Kauai Complexity],0.664362258,0.723289806,0.878279489,1.066905118,1.154477495
mu.bIS[Lanai Complexity],0.561308684,0.611088896,0.735605765,0.870134176,0.931839308
mu.bIS[Maui Complexity],0.54835795,0.589919842,0.686602869,0.792004076,0.836777128
mu.bIS[Molokai Complexity],0.519829289,0.559939866,0.654341786,0.75044017,0.791446614
mu.bIS[Niihau Complexity],0.52441908,0.573488068,0.692384694,0.819873311,0.879859357
mu.bIS[Oahu Complexity],0.577109274,0.624625833,0.740860102,0.867705954,0.923214266
mu.bIS[Hawaii Water Clarity],0.068981465,0.094253382,0.156616991,0.223671362,0.253412937
mu.bIS[Kauai Water Clarity],0.04402674,0.071483132,0.13660142,0.205388466,0.23676934
mu.bIS[Lanai Water Clarity],0.043085466,0.069584742,0.132054404,0.197183552,0.226008961
mu.bIS[Maui Water Clarity],0.039452107,0.064832933,0.124219801,0.183989709,0.210177885
mu.bIS[Molokai Water Clarity],0.054033436,0.078235231,0.137236519,0.197741511,0.224532777
mu.bIS[Niihau Water Clarity],0.041003414,0.066589073,0.129013601,0.190700783,0.218340048
mu.bIS[Oahu Water Clarity],0.065447946,0.089731658,0.152229124,0.217758721,0.246513252
mu.bIS[Hawaii SST],-0.30527703,-0.256169607,-0.141338641,-0.038728919,-0.007659331
mu.bIS[Kauai SST],-0.355827927,-0.295345221,-0.16186947,-0.047808037,-0.011362948
mu.bIS[Lanai SST],-0.338953188,-0.281791812,-0.153698549,-0.041795445,-0.008251004
mu.bIS[Maui SST],-0.322596632,-0.270722808,-0.154283094,-0.048301854,-0.01364831
mu.bIS[Molokai SST],-0.333801154,-0.279579197,-0.157195918,-0.048188675,-0.012099908
mu.bIS[Niihau SST],-0.321268436,-0.265721136,-0.141297766,-0.034425923,-0.003669616
mu.bIS[Oahu SST],-0.319288263,-0.267037864,-0.148806493,-0.041550594,-0.008954488
mu.bIS[Hawaii Waves],-0.009215454,0.015021726,0.153171815,0.377439707,0.483155823
mu.bIS[Kauai Waves],-0.02110747,0.005496553,0.129600069,0.347465195,0.454695287
mu.bIS[Lanai Waves],-0.018239604,0.00680864,0.131060023,0.346502975,0.453105136
mu.bIS[Maui Waves],-0.007630378,0.015888986,0.149621778,0.371180144,0.476492009
mu.bIS[Molokai Waves],-0.012160961,0.011351426,0.13973566,0.348654101,0.448366781
mu.bIS[Niihau Waves],-0.021296382,0.004452064,0.125895932,0.332940779,0.435984957
mu.bIS[Oahu Waves],-0.017042692,0.007238226,0.132358601,0.343002753,0.446117308
mu.bIS[Hawaii Waves x Waves],-0.349555929,-0.2602962,-0.090309817,0.004392058,0.030901515
mu.bIS[Kauai Waves x Waves],-0.398205038,-0.307360658,-0.11984908,-0.00791599,0.015535166
mu.bIS[Lanai Waves x Waves],-0.38088745,-0.291579561,-0.109797708,-0.003285148,0.02011414
mu.bIS[Maui Waves x Waves],-0.358658183,-0.273287481,-0.099132567,0.000245612,0.024301307
mu.bIS[Molokai Waves x Waves],-0.362849222,-0.276831701,-0.104485607,-0.002525499,0.02065842
mu.bIS[Niihau Waves x Waves],-0.375646261,-0.289379882,-0.11387002,-0.006315129,0.016007308
mu.bIS[Oahu Waves x Waves],-0.401955304,-0.310792696,-0.12464087,-0.010656805,0.012432608
mu.bIS[Hawaii Human Density],-0.452777912,-0.398659381,-0.266089988,-0.130465032,-0.072820769
mu.bIS[Kauai Human Density],-0.585943034,-0.511899423,-0.352972541,-0.20287783,-0.138798927
mu.bIS[Lanai Human Density],-0.568146059,-0.50056239,-0.348066017,-0.202817531,-0.142613516
mu.bIS[Maui Human Density],-0.537055821,-0.477876733,-0.341266101,-0.208313734,-0.151655598
mu.bIS[Molokai Human Density],-0.541098847,-0.481232924,-0.342164333,-0.206467587,-0.148660046
mu.bIS[Niihau Human Density],-0.63427418,-0.566147555,-0.410642376,-0.260565606,-0.197203126
mu.bIS[Oahu Human Density],-0.520995346,-0.464634107,-0.334336613,-0.19908691,-0.141724462
mu.bRG[Intercept],1.253461678,1.832311618,3.684667622,5.632555789,6.359309853
mu.bRG[Coral],0.546039337,0.802882187,1.642761165,2.706284138,3.209099399
mu.bRG[Coral x Coral],-3.138558492,-2.587679215,-1.47199321,-0.661413401,-0.430386273
mu.bRG[Sand],-1.884381218,-1.446681798,-0.680922199,-0.240256811,-0.128570606
mu.bRG[CCA],0.198199071,0.316700504,0.75931904,1.468548654,1.861189461
mu.bRG[Depth],0.249693855,0.375930923,0.793628084,1.379193779,1.663475559
mu.bRG[Complexity],0.339208677,0.50398342,1.019025915,1.640888362,1.923061449
mu.bRG[Water Clarity],0.156700548,0.26393679,0.706556208,1.448686076,1.867937085
mu.bRG[SST],-1.750855048,-1.333904402,-0.581437957,-0.143651607,-0.042501905
mu.bRG[Waves],-0.069886578,0.050309229,0.538216915,1.43811417,1.901371664
mu.bRG[Waves x Waves],-1.820058027,-1.315311878,-0.454275862,-0.013037413,0.183432488
mu.bRG[Human Density],-1.803723793,-1.42053816,-0.7289304,-0.295393569,-0.174419033
rho.bIS[Intercept Intercept Hawaii],1,1,1,1,1
rho.bIS[Coral Intercept Hawaii],-0.538855277,-0.409379784,-0.043339521,0.337681395,0.471469876
rho.bIS[Coral x Coral Intercept Hawaii],-0.479495498,-0.340623435,0.034930849,0.407610697,0.538572136
rho.bIS[Sand Intercept Hawaii],-0.491096287,-0.354961187,0.021919577,0.396017755,0.525538884
rho.bIS[CCA Intercept Hawaii],-0.550406707,-0.430723115,-0.076772748,0.293341085,0.430970956
rho.bIS[Depth Intercept Hawaii],-0.657333145,-0.55008287,-0.196889716,0.211629119,0.371603249
rho.bIS[Complexity Intercept Hawaii],-0.626811561,-0.522699096,-0.190953843,0.193857637,0.340182636
rho.bIS[Water Clarity Intercept Hawaii],-0.500234763,-0.36419426,0.006645463,0.383564876,0.521596789
rho.bIS[SST Intercept Hawaii],-0.485698943,-0.35059613,0.02563058,0.402050366,0.529781179
rho.bIS[Waves Intercept Hawaii],-0.502002049,-0.363184251,0.01413437,0.393244522,0.527215897
rho.bIS[Waves x Waves Intercept Hawaii],-0.499690934,-0.367743541,0.005192559,0.387299229,0.520859245
rho.bIS[Human Density Intercept Hawaii],-0.458983016,-0.312628102,0.067234082,0.436687168,0.565337036
rho.bIS[Intercept Coral Hawaii],-0.538855277,-0.409379784,-0.043339521,0.337681395,0.471469876
rho.bIS[Coral Coral Hawaii],1,1,1,1,1
rho.bIS[Coral x Coral Coral Hawaii],-0.638299286,-0.508767447,-0.128749337,0.284654049,0.435387704
rho.bIS[Sand Coral Hawaii],-0.566124155,-0.431150911,-0.021305392,0.393658689,0.536572033
rho.bIS[CCA Coral Hawaii],-0.49333634,-0.352800142,0.043091674,0.435153994,0.568372988
rho.bIS[Depth Coral Hawaii],-0.497209125,-0.323914479,0.155749614,0.567785838,0.688761217
rho.bIS[Complexity Coral Hawaii],-0.409438075,-0.248912242,0.162959796,0.535105453,0.651645597
rho.bIS[Water Clarity Coral Hawaii],-0.551880597,-0.406478068,-0.001885124,0.407172336,0.544948725
rho.bIS[SST Coral Hawaii],-0.575981779,-0.435919247,-0.030281399,0.380399516,0.523356285
rho.bIS[Waves Coral Hawaii],-0.561111046,-0.416650455,-0.003224634,0.40995507,0.551057819
rho.bIS[Waves x Waves Coral Hawaii],-0.55237836,-0.40910694,0.00582042,0.426365888,0.5640054
rho.bIS[Human Density Coral Hawaii],-0.598502747,-0.463931749,-0.061787896,0.361246141,0.509139704
rho.bIS[Intercept Coral x Coral Hawaii],-0.479495498,-0.340623435,0.034930849,0.407610697,0.538572136
rho.bIS[Coral Coral x Coral Hawaii],-0.638299286,-0.508767447,-0.128749337,0.284654049,0.435387704
rho.bIS[Coral x Coral Coral x Coral Hawaii],1,1,1,1,1
rho.bIS[Sand Coral x Coral Hawaii],-0.55010523,-0.409749665,-0.002217698,0.419850324,0.561139305
rho.bIS[CCA Coral x Coral Hawaii],-0.54508065,-0.409819439,-0.019323666,0.388274209,0.530554266
rho.bIS[Depth Coral x Coral Hawaii],-0.671215999,-0.535737179,-0.079560959,0.408641055,0.568550794
rho.bIS[Complexity Coral x Coral Hawaii],-0.568998164,-0.431884424,-0.015985543,0.399450492,0.54190569
rho.bIS[Water Clarity Coral x Coral Hawaii],-0.557008148,-0.41683553,-0.00030395,0.405172011,0.548856879
rho.bIS[SST Coral x Coral Hawaii],-0.547891685,-0.403675397,0.002872577,0.412805813,0.552399094
rho.bIS[Waves Coral x Coral Hawaii],-0.558240791,-0.4204774,-0.004780708,0.409134588,0.554134537
rho.bIS[Waves x Waves Coral x Coral Hawaii],-0.558501826,-0.418000573,-0.005104223,0.409116114,0.550396855
rho.bIS[Human Density Coral x Coral Hawaii],-0.54995855,-0.403741199,0.019297108,0.436629806,0.576059543
rho.bIS[Intercept Sand Hawaii],-0.491096287,-0.354961187,0.021919577,0.396017755,0.525538884
rho.bIS[Coral Sand Hawaii],-0.566124155,-0.431150911,-0.021305392,0.393658689,0.536572033
rho.bIS[Coral x Coral Sand Hawaii],-0.55010523,-0.409749665,-0.002217698,0.419850324,0.561139305
rho.bIS[Sand Sand Hawaii],1,1,1,1,1
rho.bIS[CCA Sand Hawaii],-0.551637109,-0.413063223,-0.010481295,0.394859542,0.539216316
rho.bIS[Depth Sand Hawaii],-0.685855472,-0.552745105,-0.075448502,0.439333397,0.597287344
rho.bIS[Complexity Sand Hawaii],-0.604171561,-0.467881242,-0.058668523,0.370983962,0.520034871
rho.bIS[Water Clarity Sand Hawaii],-0.5728742,-0.433009061,-0.009892222,0.412698793,0.55700275
rho.bIS[SST Sand Hawaii],-0.556561312,-0.418714875,0.002034114,0.427857017,0.573698458
rho.bIS[Waves Sand Hawaii],-0.564693251,-0.428848771,-0.000898709,0.422255012,0.564903957
rho.bIS[Waves x Waves Sand Hawaii],-0.571645138,-0.42563125,0.005475219,0.428776727,0.572082601
rho.bIS[Human Density Sand Hawaii],-0.563528616,-0.420252715,0.021286938,0.449848698,0.594830557
rho.bIS[Intercept CCA Hawaii],-0.550406707,-0.430723115,-0.076772748,0.293341085,0.430970956
rho.bIS[Coral CCA Hawaii],-0.49333634,-0.352800142,0.043091674,0.435153994,0.568372988
rho.bIS[Coral x Coral CCA Hawaii],-0.54508065,-0.409819439,-0.019323666,0.388274209,0.530554266
rho.bIS[Sand CCA Hawaii],-0.551637109,-0.413063223,-0.010481295,0.394859542,0.539216316
rho.bIS[CCA CCA Hawaii],1,1,1,1,1
rho.bIS[Depth CCA Hawaii],-0.447283035,-0.265798967,0.201872643,0.593129887,0.70879889
rho.bIS[Complexity CCA Hawaii],-0.454856754,-0.306389413,0.102432118,0.477957694,0.599268586
rho.bIS[Water Clarity CCA Hawaii],-0.54802641,-0.407348084,0.000241815,0.398086269,0.53823564
rho.bIS[SST CCA Hawaii],-0.557893034,-0.423202736,-0.016194429,0.386072104,0.527514309
rho.bIS[Waves CCA Hawaii],-0.54305439,-0.402297202,0.004468556,0.409342157,0.549121119
rho.bIS[Waves x Waves CCA Hawaii],-0.536501109,-0.390127928,0.016698592,0.419128384,0.559936617
rho.bIS[Human Density CCA Hawaii],-0.602816005,-0.468295528,-0.068940301,0.346939701,0.494382999
rho.bIS[Intercept Depth Hawaii],-0.657333145,-0.55008287,-0.196889716,0.211629119,0.371603249
rho.bIS[Coral Depth Hawaii],-0.497209125,-0.323914479,0.155749614,0.567785838,0.688761217
rho.bIS[Coral x Coral Depth Hawaii],-0.671215999,-0.535737179,-0.079560959,0.408641055,0.568550794
rho.bIS[Sand Depth Hawaii],-0.685855472,-0.552745105,-0.075448502,0.439333397,0.597287344
rho.bIS[CCA Depth Hawaii],-0.447283035,-0.265798967,0.201872643,0.593129887,0.70879889
rho.bIS[Depth Depth Hawaii],1,1,1,1,1
rho.bIS[Complexity Depth Hawaii],-0.115440492,0.067895552,0.454810056,0.723361622,0.798211757
rho.bIS[Water Clarity Depth Hawaii],-0.625724701,-0.467799194,0.039671998,0.510429197,0.64622684
rho.bIS[SST Depth Hawaii],-0.68885488,-0.559571234,-0.100193911,0.409156561,0.5813583
rho.bIS[Waves Depth Hawaii],-0.639786256,-0.480889552,0.022279409,0.511073626,0.65651387
rho.bIS[Waves x Waves Depth Hawaii],-0.625815237,-0.463156608,0.056440598,0.535995931,0.675936738
rho.bIS[Human Density Depth Hawaii],-0.761779682,-0.65687301,-0.252802608,0.263657836,0.449804886
rho.bIS[Intercept Complexity Hawaii],-0.626811561,-0.522699096,-0.190953843,0.193857637,0.340182636
rho.bIS[Coral Complexity Hawaii],-0.409438075,-0.248912242,0.162959796,0.535105453,0.651645597
rho.bIS[Coral x Coral Complexity Hawaii],-0.568998164,-0.431884424,-0.015985543,0.399450492,0.54190569
rho.bIS[Sand Complexity Hawaii],-0.604171561,-0.467881242,-0.058668523,0.370983962,0.520034871
rho.bIS[CCA Complexity Hawaii],-0.454856754,-0.306389413,0.102432118,0.477957694,0.599268586
rho.bIS[Depth Complexity Hawaii],-0.115440492,0.067895552,0.454810056,0.723361622,0.798211757
rho.bIS[Complexity Complexity Hawaii],1,1,1,1,1
rho.bIS[Water Clarity Complexity Hawaii],-0.552835819,-0.412816658,0.008191449,0.420606509,0.561803483
rho.bIS[SST Complexity Hawaii],-0.604660803,-0.469178694,-0.062273763,0.364693826,0.514903188
rho.bIS[Waves Complexity Hawaii],-0.575390296,-0.433340184,-0.000237981,0.417951499,0.561112654
rho.bIS[Waves x Waves Complexity Hawaii],-0.562253595,-0.415000326,0.011481112,0.433484924,0.575571898
rho.bIS[Human Density Complexity Hawaii],-0.654407484,-0.53194219,-0.14254002,0.291444763,0.455227707
rho.bIS[Intercept Water Clarity Hawaii],-0.500234763,-0.36419426,0.006645463,0.383564876,0.521596789
rho.bIS[Coral Water Clarity Hawaii],-0.551880597,-0.406478068,-0.001885124,0.407172336,0.544948725
rho.bIS[Coral x Coral Water Clarity Hawaii],-0.557008148,-0.41683553,-0.00030395,0.405172011,0.548856879
rho.bIS[Sand Water Clarity Hawaii],-0.5728742,-0.433009061,-0.009892222,0.412698793,0.55700275
rho.bIS[CCA Water Clarity Hawaii],-0.54802641,-0.407348084,0.000241815,0.398086269,0.53823564
rho.bIS[Depth Water Clarity Hawaii],-0.625724701,-0.467799194,0.039671998,0.510429197,0.64622684
rho.bIS[Complexity Water Clarity Hawaii],-0.552835819,-0.412816658,0.008191449,0.420606509,0.561803483
rho.bIS[Water Clarity Water Clarity Hawaii],1,1,1,1,1
rho.bIS[SST Water Clarity Hawaii],-0.570229894,-0.425262769,-0.007434452,0.408601578,0.555155783
rho.bIS[Waves Water Clarity Hawaii],-0.543590997,-0.401880536,0.027555213,0.440165843,0.578333261
rho.bIS[Waves x Waves Water Clarity Hawaii],-0.557326461,-0.414361339,0.014638341,0.439714673,0.583006367
rho.bIS[Human Density Water Clarity Hawaii],-0.553805812,-0.409864172,0.019837437,0.450074897,0.594564741
rho.bIS[Intercept SST Hawaii],-0.485698943,-0.35059613,0.02563058,0.402050366,0.529781179
rho.bIS[Coral SST Hawaii],-0.575981779,-0.435919247,-0.030281399,0.380399516,0.523356285
rho.bIS[Coral x Coral SST Hawaii],-0.547891685,-0.403675397,0.002872577,0.412805813,0.552399094
rho.bIS[Sand SST Hawaii],-0.556561312,-0.418714875,0.002034114,0.427857017,0.573698458
rho.bIS[CCA SST Hawaii],-0.557893034,-0.423202736,-0.016194429,0.386072104,0.527514309
rho.bIS[Depth SST Hawaii],-0.68885488,-0.559571234,-0.100193911,0.409156561,0.5813583
rho.bIS[Complexity SST Hawaii],-0.604660803,-0.469178694,-0.062273763,0.364693826,0.514903188
rho.bIS[Water Clarity SST Hawaii],-0.570229894,-0.425262769,-0.007434452,0.408601578,0.555155783
rho.bIS[SST SST Hawaii],1,1,1,1,1
rho.bIS[Waves SST Hawaii],-0.552062279,-0.407303233,0.012311803,0.429540769,0.571837514
rho.bIS[Waves x Waves SST Hawaii],-0.562625341,-0.419806587,0.006750227,0.430004471,0.575187648
rho.bIS[Human Density SST Hawaii],-0.551168488,-0.403209556,0.026413531,0.449354679,0.589596306
rho.bIS[Intercept Waves Hawaii],-0.502002049,-0.363184251,0.01413437,0.393244522,0.527215897
rho.bIS[Coral Waves Hawaii],-0.561111046,-0.416650455,-0.003224634,0.40995507,0.551057819
rho.bIS[Coral x Coral Waves Hawaii],-0.558240791,-0.4204774,-0.004780708,0.409134588,0.554134537
rho.bIS[Sand Waves Hawaii],-0.564693251,-0.428848771,-0.000898709,0.422255012,0.564903957
rho.bIS[CCA Waves Hawaii],-0.54305439,-0.402297202,0.004468556,0.409342157,0.549121119
rho.bIS[Depth Waves Hawaii],-0.639786256,-0.480889552,0.022279409,0.511073626,0.65651387
rho.bIS[Complexity Waves Hawaii],-0.575390296,-0.433340184,-0.000237981,0.417951499,0.561112654
rho.bIS[Water Clarity Waves Hawaii],-0.543590997,-0.401880536,0.027555213,0.440165843,0.578333261
rho.bIS[SST Waves Hawaii],-0.552062279,-0.407303233,0.012311803,0.429540769,0.571837514
rho.bIS[Waves Waves Hawaii],1,1,1,1,1
rho.bIS[Waves x Waves Waves Hawaii],-0.57401234,-0.429335105,-0.003737408,0.424304634,0.570718562
rho.bIS[Human Density Waves Hawaii],-0.564624745,-0.41963677,0.013040852,0.441525623,0.587342864
rho.bIS[Intercept Waves x Waves Hawaii],-0.499690934,-0.367743541,0.005192559,0.387299229,0.520859245
rho.bIS[Coral Waves x Waves Hawaii],-0.55237836,-0.40910694,0.00582042,0.426365888,0.5640054
rho.bIS[Coral x Coral Waves x Waves Hawaii],-0.558501826,-0.418000573,-0.005104223,0.409116114,0.550396855
rho.bIS[Sand Waves x Waves Hawaii],-0.571645138,-0.42563125,0.005475219,0.428776727,0.572082601
rho.bIS[CCA Waves x Waves Hawaii],-0.536501109,-0.390127928,0.016698592,0.419128384,0.559936617
rho.bIS[Depth Waves x Waves Hawaii],-0.625815237,-0.463156608,0.056440598,0.535995931,0.675936738
rho.bIS[Complexity Waves x Waves Hawaii],-0.562253595,-0.415000326,0.011481112,0.433484924,0.575571898
rho.bIS[Water Clarity Waves x Waves Hawaii],-0.557326461,-0.414361339,0.014638341,0.439714673,0.583006367
rho.bIS[SST Waves x Waves Hawaii],-0.562625341,-0.419806587,0.006750227,0.430004471,0.575187648
rho.bIS[Waves Waves x Waves Hawaii],-0.57401234,-0.429335105,-0.003737408,0.424304634,0.570718562
rho.bIS[Waves x Waves Waves x Waves Hawaii],1,1,1,1,1
rho.bIS[Human Density Waves x Waves Hawaii],-0.58582363,-0.441399557,-0.011175804,0.426118564,0.572321183
rho.bIS[Intercept Human Density Hawaii],-0.458983016,-0.312628102,0.067234082,0.436687168,0.565337036
rho.bIS[Coral Human Density Hawaii],-0.598502747,-0.463931749,-0.061787896,0.361246141,0.509139704
rho.bIS[Coral x Coral Human Density Hawaii],-0.54995855,-0.403741199,0.019297108,0.436629806,0.576059543
rho.bIS[Sand Human Density Hawaii],-0.563528616,-0.420252715,0.021286938,0.449848698,0.594830557
rho.bIS[CCA Human Density Hawaii],-0.602816005,-0.468295528,-0.068940301,0.346939701,0.494382999
rho.bIS[Depth Human Density Hawaii],-0.761779682,-0.65687301,-0.252802608,0.263657836,0.449804886
rho.bIS[Complexity Human Density Hawaii],-0.654407484,-0.53194219,-0.14254002,0.291444763,0.455227707
rho.bIS[Water Clarity Human Density Hawaii],-0.553805812,-0.409864172,0.019837437,0.450074897,0.594564741
rho.bIS[SST Human Density Hawaii],-0.551168488,-0.403209556,0.026413531,0.449354679,0.589596306
rho.bIS[Waves Human Density Hawaii],-0.564624745,-0.41963677,0.013040852,0.441525623,0.587342864
rho.bIS[Waves x Waves Human Density Hawaii],-0.58582363,-0.441399557,-0.011175804,0.426118564,0.572321183
rho.bIS[Human Density Human Density Hawaii],1,1,1,1,1
rho.bIS[Intercept Intercept Kauai],1,1,1,1,1
rho.bIS[Coral Intercept Kauai],-0.555881496,-0.404433209,0.035578747,0.478418577,0.621143821
rho.bIS[Coral x Coral Intercept Kauai],-0.562483012,-0.415187276,0.02801462,0.467207227,0.610688097
rho.bIS[Sand Intercept Kauai],-0.580189197,-0.435180002,0.001930782,0.445890505,0.5891393
rho.bIS[CCA Intercept Kauai],-0.627338823,-0.482840168,-0.046610018,0.402206282,0.551519682
rho.bIS[Depth Intercept Kauai],-0.557930378,-0.411723848,0.01836036,0.450635021,0.594864464
rho.bIS[Complexity Intercept Kauai],-0.563278701,-0.407987763,0.054198497,0.517941343,0.660012886
rho.bIS[Water Clarity Intercept Kauai],-0.583714903,-0.44414083,-0.004530267,0.437349385,0.584677709
rho.bIS[SST Intercept Kauai],-0.601004983,-0.458140445,-0.019652319,0.42225942,0.568076796
rho.bIS[Waves Intercept Kauai],-0.580370838,-0.439171029,-0.001529771,0.436551787,0.581427222
rho.bIS[Waves x Waves Intercept Kauai],-0.610464388,-0.465735367,-0.035451668,0.410607541,0.561570944
rho.bIS[Human Density Intercept Kauai],-0.62442383,-0.485442997,-0.042284088,0.395736685,0.551369577
rho.bIS[Intercept Coral Kauai],-0.555881496,-0.404433209,0.035578747,0.478418577,0.621143821
rho.bIS[Coral Coral Kauai],1,1,1,1,1
rho.bIS[Coral x Coral Coral Kauai],-0.625065866,-0.466629168,0.014151517,0.492350089,0.644685223
rho.bIS[Sand Coral Kauai],-0.617353889,-0.469317956,0.004374903,0.483484152,0.636040567
rho.bIS[CCA Coral Kauai],-0.712916246,-0.571350798,-0.115015672,0.386506565,0.553051628
rho.bIS[Depth Coral Kauai],-0.565479316,-0.403212927,0.066153116,0.524387071,0.664642146
rho.bIS[Complexity Coral Kauai],-0.496697566,-0.306561118,0.231253706,0.677856709,0.789924892
rho.bIS[Water Clarity Coral Kauai],-0.609830634,-0.460171533,0.011282681,0.49670526,0.644849372
rho.bIS[SST Coral Kauai],-0.656711195,-0.502293021,-0.029140142,0.451561993,0.609161042
