,17%,25%,50%,75%,83%
B[Oahu-Northeast Human Density],-1.218167184,-1.059366916,-0.715571127,-0.412441736,-0.283046164
B[Oahu-Northwest Human Density],-1.552343943,-1.351782667,-0.927077342,-0.571912581,-0.437259014
B[Oahu-South Human Density],-0.595856503,-0.482252292,-0.1986655,0.13614103,0.289923404
mu.bIS[Hawaii Intercept],1.439194862,1.484276577,1.589661831,1.698415971,1.744385864
mu.bIS[Kauai Intercept],1.440297007,1.497073656,1.635137479,1.787314331,1.857066517
mu.bIS[Lanai Intercept],1.379184527,1.429090073,1.545046475,1.662081064,1.714403905
mu.bIS[Maui Intercept],1.363063598,1.408909235,1.516281812,1.622422082,1.668268229
mu.bIS[Molokai Intercept],1.387732858,1.433580925,1.541254743,1.646755669,1.691752783
mu.bIS[Niihau Intercept],1.427127473,1.485015552,1.624473514,1.776366786,1.845241895
mu.bIS[Oahu Intercept],1.389681452,1.445254202,1.572955923,1.705800972,1.764240862
mu.bIS[Hawaii Coral],1.336343132,1.4707009,1.796251312,2.129254693,2.262571163
mu.bIS[Kauai Coral],1.552993213,1.6998869,2.052145704,2.430071127,2.592270716
mu.bIS[Lanai Coral],1.621147123,1.756974971,2.08901881,2.430986429,2.576583806
mu.bIS[Maui Coral],1.683417526,1.816787308,2.141230824,2.483830116,2.630226856
mu.bIS[Molokai Coral],1.581177394,1.711209098,2.033885766,2.362108075,2.502073584
mu.bIS[Niihau Coral],1.542912088,1.684755248,2.040792067,2.40476789,2.564865573
mu.bIS[Oahu Coral],1.656241156,1.788006051,2.110491786,2.440385134,2.585715514
mu.bIS[Hawaii Coral x Coral],-1.712677605,-1.577227766,-1.267157811,-0.974931567,-0.852643702
mu.bIS[Kauai Coral x Coral],-1.705405964,-1.550211487,-1.197649464,-0.870678568,-0.743245936
mu.bIS[Lanai Coral x Coral],-1.653215395,-1.517877958,-1.197366908,-0.894018325,-0.773279191
mu.bIS[Maui Coral x Coral],-1.609885263,-1.478825726,-1.182053827,-0.893641374,-0.782415882
mu.bIS[Molokai Coral x Coral],-1.659668166,-1.534373962,-1.230755473,-0.947468895,-0.832490977
mu.bIS[Niihau Coral x Coral],-1.707257384,-1.553576158,-1.210226608,-0.890240131,-0.759863861
mu.bIS[Oahu Coral x Coral],-1.649177168,-1.506169926,-1.171428332,-0.856366482,-0.729447427
mu.bIS[Hawaii Sand],-0.480759079,-0.426723195,-0.307156961,-0.195766038,-0.150046478
mu.bIS[Kauai Sand],-0.485744964,-0.427420535,-0.305939246,-0.192524654,-0.143621945
mu.bIS[Lanai Sand],-0.456209382,-0.403345479,-0.288850046,-0.179367539,-0.133855984
mu.bIS[Maui Sand],-0.459305955,-0.40987779,-0.300171874,-0.194858724,-0.151841155
mu.bIS[Molokai Sand],-0.441834146,-0.396268073,-0.292559244,-0.192036098,-0.150359005
mu.bIS[Niihau Sand],-0.441715785,-0.391401128,-0.278056434,-0.16730861,-0.11996638
mu.bIS[Oahu Sand],-0.401088968,-0.356252472,-0.25227189,-0.146914435,-0.103217536
mu.bIS[Hawaii CCA],0.079754385,0.123871143,0.229170506,0.3391789,0.388765479
mu.bIS[Kauai CCA],0.04936346,0.104692569,0.239743933,0.386073059,0.452748686
mu.bIS[Lanai CCA],0.131852381,0.184443157,0.325986768,0.498401669,0.584803904
mu.bIS[Maui CCA],0.148378895,0.199373905,0.337859701,0.499678458,0.576278971
mu.bIS[Molokai CCA],0.147395622,0.196798657,0.333569816,0.493457903,0.570593856
mu.bIS[Niihau CCA],0.093658776,0.146312446,0.281697518,0.438668414,0.512588712
mu.bIS[Oahu CCA],0.089577525,0.144184032,0.279791399,0.440414137,0.515635107
mu.bIS[Hawaii Depth],0.001595049,0.02845578,0.125394814,0.233970606,0.283022243
mu.bIS[Kauai Depth],0.004951783,0.035091483,0.140759627,0.263584468,0.320722672
mu.bIS[Lanai Depth],0.018097858,0.05435508,0.162613375,0.285765881,0.341789541
mu.bIS[Maui Depth],0.007717636,0.037294444,0.136791651,0.247037009,0.29432397
mu.bIS[Molokai Depth],0.008485231,0.038745809,0.135154403,0.241466638,0.287574995
mu.bIS[Niihau Depth],0.002814052,0.031897974,0.133324203,0.246508132,0.298271033
mu.bIS[Oahu Depth],0.010166619,0.042258015,0.14478313,0.261631987,0.312166507
mu.bIS[Hawaii Complexity],0.749812579,0.834800443,1.033138082,1.235113941,1.32413834
mu.bIS[Kauai Complexity],1.285218736,1.407551688,1.73269274,2.113102896,2.292836005
mu.bIS[Lanai Complexity],0.91303147,1.021443253,1.273207315,1.52854131,1.638626703
mu.bIS[Maui Complexity],1.042207726,1.128503331,1.329652407,1.539517993,1.631676256
mu.bIS[Molokai Complexity],0.994488324,1.074832988,1.264951406,1.452544348,1.532251734
mu.bIS[Niihau Complexity],1.145206064,1.24814237,1.498413465,1.77530496,1.896279797
mu.bIS[Oahu Complexity],1.330401908,1.433574486,1.700603589,1.994625815,2.121605676
mu.bIS[Hawaii Water Clarity],0.08643544,0.136491669,0.26338622,0.403849248,0.469188528
mu.bIS[Kauai Water Clarity],0.070816509,0.126400154,0.270054987,0.429856831,0.508031888
mu.bIS[Lanai Water Clarity],0.014565591,0.068251038,0.201286022,0.334272532,0.39250982
mu.bIS[Maui Water Clarity],-0.011688123,0.04308575,0.170762118,0.293466703,0.34605025
mu.bIS[Molokai Water Clarity],0.057008386,0.104924141,0.227137045,0.355133093,0.412075983
mu.bIS[Niihau Water Clarity],0.05438268,0.106115206,0.236062856,0.37332336,0.438462127
mu.bIS[Oahu Water Clarity],0.103288447,0.155565155,0.293187299,0.439902186,0.507484341
mu.bIS[Hawaii SST],-0.296271739,-0.226293258,-0.073262058,0.021210973,0.064651874
mu.bIS[Kauai SST],-0.362058725,-0.275792929,-0.091315291,0.012537062,0.053737766
mu.bIS[Lanai SST],-0.337384825,-0.257371676,-0.086786905,0.014344424,0.057693041
mu.bIS[Maui SST],-0.337331476,-0.259762612,-0.092145553,0.01019965,0.050541575
mu.bIS[Molokai SST],-0.314149468,-0.240768331,-0.07895902,0.018579878,0.063586221
mu.bIS[Niihau SST],-0.344869785,-0.261479774,-0.084703052,0.01594844,0.060939871
mu.bIS[Oahu SST],-0.336494763,-0.254426325,-0.086389762,0.014780408,0.058437695
mu.bIS[Hawaii Waves],-0.024771564,0.024709042,0.227294302,0.51509591,0.650001604
mu.bIS[Kauai Waves],-0.040572271,0.011923509,0.205039014,0.485208078,0.625294567
mu.bIS[Lanai Waves],-0.02617863,0.020684519,0.213197982,0.495525759,0.632216477
mu.bIS[Maui Waves],-0.008642976,0.038524264,0.24691259,0.540147108,0.679262762
mu.bIS[Molokai Waves],-0.030170214,0.018360386,0.19890099,0.463280349,0.588605003
mu.bIS[Niihau Waves],-0.055586784,-0.000465276,0.169121008,0.432024116,0.563482982
mu.bIS[Oahu Waves],-0.041347352,0.010697846,0.190860782,0.464330297,0.5937747
mu.bIS[Hawaii Waves x Waves],-0.353585567,-0.243919192,-0.0526363,0.05908823,0.127894287
mu.bIS[Kauai Waves x Waves],-0.378185145,-0.267156991,-0.067885585,0.040013497,0.099891137
mu.bIS[Lanai Waves x Waves],-0.359757556,-0.253284552,-0.058389723,0.050075883,0.113332088
mu.bIS[Maui Waves x Waves],-0.350324436,-0.244620537,-0.053954588,0.055016895,0.124120269
mu.bIS[Molokai Waves x Waves],-0.359181581,-0.254807697,-0.062594287,0.043488877,0.103120026
mu.bIS[Niihau Waves x Waves],-0.401532335,-0.290214228,-0.080327873,0.026950378,0.080699437
mu.bIS[Oahu Waves x Waves],-0.379735453,-0.27244618,-0.072309195,0.034771177,0.091745912
mu.bIS[Hawaii Human Density],-0.781316112,-0.680728412,-0.439354732,-0.1663427,-0.033778654
mu.bIS[Kauai Human Density],-1.08554574,-0.957798588,-0.679525573,-0.414605459,-0.29960056
mu.bIS[Lanai Human Density],-1.197376823,-1.053927246,-0.762502064,-0.510892644,-0.410828691
mu.bIS[Maui Human Density],-1.134160408,-1.023325171,-0.77121231,-0.540932721,-0.444189686
mu.bIS[Molokai Human Density],-1.089522236,-0.979209975,-0.727324671,-0.497343321,-0.40527813
mu.bIS[Niihau Human Density],-1.196584485,-1.080756002,-0.82518381,-0.58789342,-0.498111603
mu.bIS[Oahu Human Density],-0.949809161,-0.849005999,-0.623138634,-0.401765622,-0.306702282
mu.bRG[Intercept],0.819211437,1.188312282,2.395828467,3.730609302,4.288110491
mu.bRG[Coral],0.665504261,0.968780296,1.94279774,3.118003178,3.677066177
mu.bRG[Coral x Coral],-3.100446178,-2.588259715,-1.525379034,-0.724859104,-0.486912644
mu.bRG[Sand],-2.068924265,-1.638042553,-0.836816469,-0.346020735,-0.210647571
mu.bRG[CCA],0.165500881,0.271697637,0.68924022,1.361011989,1.751349745
mu.bRG[Depth],0.037293684,0.118515709,0.47296109,1.112746588,1.474127521
mu.bRG[Complexity],0.337023929,0.489951907,0.974124614,1.52250046,1.757027832
mu.bRG[Water Clarity],0.072141969,0.140089456,0.424161295,0.910028966,1.208907273
mu.bRG[SST],-1.247928623,-0.875726552,-0.255090562,0.034042258,0.23723636
mu.bRG[Waves],-0.064066064,0.042440835,0.411915978,1.137805783,1.55420328
mu.bRG[Waves x Waves],-1.361629112,-0.937409258,-0.202919498,0.154830237,0.404270968
mu.bRG[Human Density],-1.513482272,-1.207425128,-0.663816041,-0.288386086,-0.182926005
rho.bIS[Intercept Intercept Hawaii],1,1,1,1,1
rho.bIS[Coral Intercept Hawaii],-0.551867487,-0.422405106,-0.042738108,0.341274796,0.477451034
rho.bIS[Coral x Coral Intercept Hawaii],-0.524423897,-0.391821775,-0.010993922,0.373637746,0.505250084
rho.bIS[Sand Intercept Hawaii],-0.531344206,-0.388753434,0.005568905,0.393059427,0.535301745
rho.bIS[CCA Intercept Hawaii],-0.520731648,-0.382977775,0.007679019,0.389476614,0.523467097
rho.bIS[Depth Intercept Hawaii],-0.522953386,-0.381739207,0.014480007,0.412436175,0.546273055
rho.bIS[Complexity Intercept Hawaii],-0.557791278,-0.435568095,-0.080742784,0.294787191,0.436943922
rho.bIS[Water Clarity Intercept Hawaii],-0.498095488,-0.360379612,0.024604439,0.408801233,0.542439133
rho.bIS[SST Intercept Hawaii],-0.524224623,-0.38308457,0.004847762,0.392513761,0.528116997
rho.bIS[Waves Intercept Hawaii],-0.522027003,-0.38247468,0.01364044,0.398293972,0.535963859
rho.bIS[Waves x Waves Intercept Hawaii],-0.517837315,-0.379760337,0.008808354,0.396326582,0.531451325
rho.bIS[Human Density Intercept Hawaii],-0.499484128,-0.358917816,0.038750253,0.42234208,0.555871277
rho.bIS[Intercept Coral Hawaii],-0.551867487,-0.422405106,-0.042738108,0.341274796,0.477451034
rho.bIS[Coral Coral Hawaii],1,1,1,1,1
rho.bIS[Coral x Coral Coral Hawaii],-0.593316855,-0.462152978,-0.082381757,0.314027887,0.454755648
rho.bIS[Sand Coral Hawaii],-0.494580649,-0.350326279,0.059927894,0.449696863,0.583878938
rho.bIS[CCA Coral Hawaii],-0.506982136,-0.367657238,0.032564955,0.420009765,0.555921425
rho.bIS[Depth Coral Hawaii],-0.515695044,-0.372532383,0.038110122,0.440380724,0.577175569
rho.bIS[Complexity Coral Hawaii],-0.415002122,-0.273046878,0.106907561,0.463852421,0.586880727
rho.bIS[Water Clarity Coral Hawaii],-0.537794497,-0.403758183,-0.004613576,0.388763218,0.523925467
rho.bIS[SST Coral Hawaii],-0.554860038,-0.419166412,-0.021003944,0.380118564,0.524307089
rho.bIS[Waves Coral Hawaii],-0.540161074,-0.403795638,-0.001964833,0.400737703,0.536767417
rho.bIS[Waves x Waves Coral Hawaii],-0.540575509,-0.399232282,-0.000683553,0.398399883,0.536493453
rho.bIS[Human Density Coral Hawaii],-0.596435899,-0.466593067,-0.081395402,0.330530056,0.473562414
rho.bIS[Intercept Coral x Coral Hawaii],-0.524423897,-0.391821775,-0.010993922,0.373637746,0.505250084
rho.bIS[Coral Coral x Coral Hawaii],-0.593316855,-0.462152978,-0.082381757,0.314027887,0.454755648
rho.bIS[Coral x Coral Coral x Coral Hawaii],1,1,1,1,1
rho.bIS[Sand Coral x Coral Hawaii],-0.537027717,-0.392322001,0.010541253,0.407739867,0.547098469
rho.bIS[CCA Coral x Coral Hawaii],-0.522797746,-0.381847473,0.011838399,0.400477091,0.540833592
rho.bIS[Depth Coral x Coral Hawaii],-0.546037358,-0.403364304,0.002537867,0.405857769,0.545040983
rho.bIS[Complexity Coral x Coral Hawaii],-0.474806934,-0.335182174,0.048460451,0.411116353,0.543714938
rho.bIS[Water Clarity Coral x Coral Hawaii],-0.52735664,-0.390182467,-0.00302362,0.393546367,0.532856059
rho.bIS[SST Coral x Coral Hawaii],-0.534406457,-0.397437499,-0.001759241,0.397877354,0.539234098
rho.bIS[Waves Coral x Coral Hawaii],-0.533646138,-0.391803982,0.001876952,0.398100661,0.537786376
rho.bIS[Waves x Waves Coral x Coral Hawaii],-0.537600816,-0.400043262,0.003834164,0.40020334,0.539271508
rho.bIS[Human Density Coral x Coral Hawaii],-0.564238531,-0.428508869,-0.028397124,0.369613354,0.51121513
rho.bIS[Intercept Sand Hawaii],-0.531344206,-0.388753434,0.005568905,0.393059427,0.535301745
rho.bIS[Coral Sand Hawaii],-0.494580649,-0.350326279,0.059927894,0.449696863,0.583878938
rho.bIS[Coral x Coral Sand Hawaii],-0.537027717,-0.392322001,0.010541253,0.407739867,0.547098469
rho.bIS[Sand Sand Hawaii],1,1,1,1,1
rho.bIS[CCA Sand Hawaii],-0.49888084,-0.352724399,0.055501709,0.454136321,0.591049982
rho.bIS[Depth Sand Hawaii],-0.502937881,-0.357985828,0.072641719,0.479677496,0.617409712
rho.bIS[Complexity Sand Hawaii],-0.456673414,-0.31303219,0.075121905,0.453962016,0.577594618
rho.bIS[Water Clarity Sand Hawaii],-0.525532471,-0.385248711,0.025997225,0.427932802,0.566623899
rho.bIS[SST Sand Hawaii],-0.567439365,-0.430085379,-0.022803128,0.388108916,0.534330068
rho.bIS[Waves Sand Hawaii],-0.539639848,-0.398551477,0.007719385,0.414687459,0.555680203
rho.bIS[Waves x Waves Sand Hawaii],-0.558755881,-0.414970582,-0.002425166,0.408982289,0.548861127
rho.bIS[Human Density Sand Hawaii],-0.588035877,-0.449019556,-0.04159611,0.371754798,0.516811356
rho.bIS[Intercept CCA Hawaii],-0.520731648,-0.382977775,0.007679019,0.389476614,0.523467097
rho.bIS[Coral CCA Hawaii],-0.506982136,-0.367657238,0.032564955,0.420009765,0.555921425
rho.bIS[Coral x Coral CCA Hawaii],-0.522797746,-0.381847473,0.011838399,0.400477091,0.540833592
rho.bIS[Sand CCA Hawaii],-0.49888084,-0.352724399,0.055501709,0.454136321,0.591049982
rho.bIS[CCA CCA Hawaii],1,1,1,1,1
rho.bIS[Depth CCA Hawaii],-0.483509361,-0.334742085,0.080912954,0.480687954,0.611807396
rho.bIS[Complexity CCA Hawaii],-0.466490921,-0.328037761,0.050501814,0.413021874,0.542982258
rho.bIS[Water Clarity CCA Hawaii],-0.526437583,-0.380128947,0.019589208,0.411898105,0.545880689
rho.bIS[SST CCA Hawaii],-0.566712715,-0.430528391,-0.02419967,0.378246914,0.521930908
rho.bIS[Waves CCA Hawaii],-0.528019496,-0.387424906,0.004910218,0.404883516,0.543714548
rho.bIS[Waves x Waves CCA Hawaii],-0.532481003,-0.39212874,0.005313404,0.407426311,0.545453878
rho.bIS[Human Density CCA Hawaii],-0.59066357,-0.456782971,-0.064991079,0.346796072,0.491324765
rho.bIS[Intercept Depth Hawaii],-0.522953386,-0.381739207,0.014480007,0.412436175,0.546273055
rho.bIS[Coral Depth Hawaii],-0.515695044,-0.372532383,0.038110122,0.440380724,0.577175569
rho.bIS[Coral x Coral Depth Hawaii],-0.546037358,-0.403364304,0.002537867,0.405857769,0.545040983
rho.bIS[Sand Depth Hawaii],-0.502937881,-0.357985828,0.072641719,0.479677496,0.617409712
rho.bIS[CCA Depth Hawaii],-0.483509361,-0.334742085,0.080912954,0.480687954,0.611807396
rho.bIS[Depth Depth Hawaii],1,1,1,1,1
rho.bIS[Complexity Depth Hawaii],-0.439567007,-0.29602712,0.101662425,0.469550096,0.589582569
rho.bIS[Water Clarity Depth Hawaii],-0.539856325,-0.397070789,0.014008021,0.423939714,0.563219308
rho.bIS[SST Depth Hawaii],-0.588345489,-0.451482755,-0.040642757,0.378124175,0.529136594
rho.bIS[Waves Depth Hawaii],-0.546518864,-0.404182226,0.010623917,0.427215822,0.564148662
rho.bIS[Waves x Waves Depth Hawaii],-0.559613379,-0.416293414,0.003755495,0.413638794,0.554077098
rho.bIS[Human Density Depth Hawaii],-0.596259961,-0.460746134,-0.051389766,0.366165141,0.518565753
rho.bIS[Intercept Complexity Hawaii],-0.557791278,-0.435568095,-0.080742784,0.294787191,0.436943922
rho.bIS[Coral Complexity Hawaii],-0.415002122,-0.273046878,0.106907561,0.463852421,0.586880727
rho.bIS[Coral x Coral Complexity Hawaii],-0.474806934,-0.335182174,0.048460451,0.411116353,0.543714938
rho.bIS[Sand Complexity Hawaii],-0.456673414,-0.31303219,0.075121905,0.453962016,0.577594618
rho.bIS[CCA Complexity Hawaii],-0.466490921,-0.328037761,0.050501814,0.413021874,0.542982258
rho.bIS[Depth Complexity Hawaii],-0.439567007,-0.29602712,0.101662425,0.469550096,0.589582569
rho.bIS[Complexity Complexity Hawaii],1,1,1,1,1
rho.bIS[Water Clarity Complexity Hawaii],-0.522348031,-0.3886439,-0.018407413,0.357993832,0.493951544
rho.bIS[SST Complexity Hawaii],-0.535782046,-0.405804717,-0.029258849,0.357012552,0.494609197
rho.bIS[Waves Complexity Hawaii],-0.524985925,-0.390676501,-0.010190265,0.371694582,0.505807779
rho.bIS[Waves x Waves Complexity Hawaii],-0.526969187,-0.391476493,-0.007278558,0.377426527,0.513152535
rho.bIS[Human Density Complexity Hawaii],-0.59414796,-0.472291628,-0.106877363,0.285768206,0.427030396
rho.bIS[Intercept Water Clarity Hawaii],-0.498095488,-0.360379612,0.024604439,0.408801233,0.542439133
rho.bIS[Coral Water Clarity Hawaii],-0.537794497,-0.403758183,-0.004613576,0.388763218,0.523925467
rho.bIS[Coral x Coral Water Clarity Hawaii],-0.52735664,-0.390182467,-0.00302362,0.393546367,0.532856059
rho.bIS[Sand Water Clarity Hawaii],-0.525532471,-0.385248711,0.025997225,0.427932802,0.566623899
rho.bIS[CCA Water Clarity Hawaii],-0.526437583,-0.380128947,0.019589208,0.411898105,0.545880689
rho.bIS[Depth Water Clarity Hawaii],-0.539856325,-0.397070789,0.014008021,0.423939714,0.563219308
rho.bIS[Complexity Water Clarity Hawaii],-0.522348031,-0.3886439,-0.018407413,0.357993832,0.493951544
rho.bIS[Water Clarity Water Clarity Hawaii],1,1,1,1,1
rho.bIS[SST Water Clarity Hawaii],-0.552148243,-0.415206087,-0.017522414,0.387474194,0.524752132
rho.bIS[Waves Water Clarity Hawaii],-0.520544815,-0.379805343,0.023919167,0.416891116,0.553500991
rho.bIS[Waves x Waves Water Clarity Hawaii],-0.532352391,-0.391469802,0.014165049,0.416296241,0.55302327
rho.bIS[Human Density Water Clarity Hawaii],-0.531827103,-0.388524825,0.018608093,0.421274566,0.558613203
rho.bIS[Intercept SST Hawaii],-0.524224623,-0.38308457,0.004847762,0.392513761,0.528116997
rho.bIS[Coral SST Hawaii],-0.554860038,-0.419166412,-0.021003944,0.380118564,0.524307089
rho.bIS[Coral x Coral SST Hawaii],-0.534406457,-0.397437499,-0.001759241,0.397877354,0.539234098
rho.bIS[Sand SST Hawaii],-0.567439365,-0.430085379,-0.022803128,0.388108916,0.534330068
rho.bIS[CCA SST Hawaii],-0.566712715,-0.430528391,-0.02419967,0.378246914,0.521930908
rho.bIS[Depth SST Hawaii],-0.588345489,-0.451482755,-0.040642757,0.378124175,0.529136594
rho.bIS[Complexity SST Hawaii],-0.535782046,-0.405804717,-0.029258849,0.357012552,0.494609197
rho.bIS[Water Clarity SST Hawaii],-0.552148243,-0.415206087,-0.017522414,0.387474194,0.524752132
rho.bIS[SST SST Hawaii],1,1,1,1,1
rho.bIS[Waves SST Hawaii],-0.543370238,-0.400566819,0.013652612,0.418408641,0.55452966
rho.bIS[Waves x Waves SST Hawaii],-0.545196464,-0.405103913,0.002499103,0.405400912,0.549782728
rho.bIS[Human Density SST Hawaii],-0.533584053,-0.392728969,0.020679561,0.429731079,0.573035953
rho.bIS[Intercept Waves Hawaii],-0.522027003,-0.38247468,0.01364044,0.398293972,0.535963859
rho.bIS[Coral Waves Hawaii],-0.540161074,-0.403795638,-0.001964833,0.400737703,0.536767417
rho.bIS[Coral x Coral Waves Hawaii],-0.533646138,-0.391803982,0.001876952,0.398100661,0.537786376
rho.bIS[Sand Waves Hawaii],-0.539639848,-0.398551477,0.007719385,0.414687459,0.555680203
rho.bIS[CCA Waves Hawaii],-0.528019496,-0.387424906,0.004910218,0.404883516,0.543714548
rho.bIS[Depth Waves Hawaii],-0.546518864,-0.404182226,0.010623917,0.427215822,0.564148662
rho.bIS[Complexity Waves Hawaii],-0.524985925,-0.390676501,-0.010190265,0.371694582,0.505807779
rho.bIS[Water Clarity Waves Hawaii],-0.520544815,-0.379805343,0.023919167,0.416891116,0.553500991
rho.bIS[SST Waves Hawaii],-0.543370238,-0.400566819,0.013652612,0.418408641,0.55452966
rho.bIS[Waves Waves Hawaii],1,1,1,1,1
rho.bIS[Waves x Waves Waves Hawaii],-0.552099201,-0.414024924,-0.007570166,0.401109272,0.537152127
rho.bIS[Human Density Waves Hawaii],-0.542018245,-0.40219159,0.007810034,0.414482695,0.555811593
rho.bIS[Intercept Waves x Waves Hawaii],-0.517837315,-0.379760337,0.008808354,0.396326582,0.531451325
rho.bIS[Coral Waves x Waves Hawaii],-0.540575509,-0.399232282,-0.000683553,0.398399883,0.536493453
rho.bIS[Coral x Coral Waves x Waves Hawaii],-0.537600816,-0.400043262,0.003834164,0.40020334,0.539271508
rho.bIS[Sand Waves x Waves Hawaii],-0.558755881,-0.414970582,-0.002425166,0.408982289,0.548861127
rho.bIS[CCA Waves x Waves Hawaii],-0.532481003,-0.39212874,0.005313404,0.407426311,0.545453878
rho.bIS[Depth Waves x Waves Hawaii],-0.559613379,-0.416293414,0.003755495,0.413638794,0.554077098
rho.bIS[Complexity Waves x Waves Hawaii],-0.526969187,-0.391476493,-0.007278558,0.377426527,0.513152535
rho.bIS[Water Clarity Waves x Waves Hawaii],-0.532352391,-0.391469802,0.014165049,0.416296241,0.55302327
rho.bIS[SST Waves x Waves Hawaii],-0.545196464,-0.405103913,0.002499103,0.405400912,0.549782728
rho.bIS[Waves Waves x Waves Hawaii],-0.552099201,-0.414024924,-0.007570166,0.401109272,0.537152127
rho.bIS[Waves x Waves Waves x Waves Hawaii],1,1,1,1,1
rho.bIS[Human Density Waves x Waves Hawaii],-0.537041131,-0.400523025,0.013315341,0.415075367,0.559606992
rho.bIS[Intercept Human Density Hawaii],-0.499484128,-0.358917816,0.038750253,0.42234208,0.555871277
rho.bIS[Coral Human Density Hawaii],-0.596435899,-0.466593067,-0.081395402,0.330530056,0.473562414
rho.bIS[Coral x Coral Human Density Hawaii],-0.564238531,-0.428508869,-0.028397124,0.369613354,0.51121513
rho.bIS[Sand Human Density Hawaii],-0.588035877,-0.449019556,-0.04159611,0.371754798,0.516811356
rho.bIS[CCA Human Density Hawaii],-0.59066357,-0.456782971,-0.064991079,0.346796072,0.491324765
rho.bIS[Depth Human Density Hawaii],-0.596259961,-0.460746134,-0.051389766,0.366165141,0.518565753
rho.bIS[Complexity Human Density Hawaii],-0.59414796,-0.472291628,-0.106877363,0.285768206,0.427030396
rho.bIS[Water Clarity Human Density Hawaii],-0.531827103,-0.388524825,0.018608093,0.421274566,0.558613203
rho.bIS[SST Human Density Hawaii],-0.533584053,-0.392728969,0.020679561,0.429731079,0.573035953
rho.bIS[Waves Human Density Hawaii],-0.542018245,-0.40219159,0.007810034,0.414482695,0.555811593
rho.bIS[Waves x Waves Human Density Hawaii],-0.537041131,-0.400523025,0.013315341,0.415075367,0.559606992
rho.bIS[Human Density Human Density Hawaii],1,1,1,1,1
rho.bIS[Intercept Intercept Kauai],1,1,1,1,1
rho.bIS[Coral Intercept Kauai],-0.565573661,-0.399610798,0.088755656,0.542808044,0.680572939
rho.bIS[Coral x Coral Intercept Kauai],-0.592026448,-0.431354287,0.064571413,0.533446365,0.680413956
rho.bIS[Sand Intercept Kauai],-0.655512813,-0.509726878,-0.031604677,0.463190707,0.621570291
rho.bIS[CCA Intercept Kauai],-0.655405674,-0.507728409,-0.035896885,0.446969773,0.605491205
rho.bIS[Depth Intercept Kauai],-0.611096772,-0.457262091,0.03202077,0.506963634,0.65182014
rho.bIS[Complexity Intercept Kauai],-0.635485215,-0.470612518,0.097760393,0.620657409,0.753759967
rho.bIS[Water Clarity Intercept Kauai],-0.589975211,-0.43166608,0.045692747,0.516870937,0.662696244
rho.bIS[SST Intercept Kauai],-0.652089625,-0.496010588,-0.020553556,0.46909732,0.620605192
rho.bIS[Waves Intercept Kauai],-0.631223474,-0.478224032,0.009728296,0.481630522,0.631200096
rho.bIS[Waves x Waves Intercept Kauai],-0.630222002,-0.479249951,0.012593692,0.481542104,0.639013189
rho.bIS[Human Density Intercept Kauai],-0.661154418,-0.512255663,-0.016769407,0.477622125,0.639413786
rho.bIS[Intercept Coral Kauai],-0.565573661,-0.399610798,0.088755656,0.542808044,0.680572939
rho.bIS[Coral Coral Kauai],1,1,1,1,1
rho.bIS[Coral x Coral Coral Kauai],-0.684206042,-0.530068166,-0.030030018,0.484154705,0.641637043
rho.bIS[Sand Coral Kauai],-0.708367507,-0.568121651,-0.079420766,0.441833286,0.606264487
rho.bIS[CCA Coral Kauai],-0.685053998,-0.539642542,-0.047758549,0.458003903,0.623750412
rho.bIS[Depth Coral Kauai],-0.643915916,-0.487965232,0.010523875,0.51588262,0.667512803
rho.bIS[Complexity Coral Kauai],-0.539044646,-0.314925488,0.308057767,0.733517983,0.829854455
rho.bIS[Water Clarity Coral Kauai],-0.603910658,-0.4364394,0.076155261,0.547195237,0.689516614
rho.bIS[SST Coral Kauai],-0.680847083,-0.526525502,-0.030950018,0.482406873,0.643366785
rho.bIS[Waves Coral Kauai],-0.670081147,-0.516540087,-0.021528166,0.48257063,0.641225844
rho.bIS[Waves x Waves Coral Kauai],-0.668002496,-0.514652872,-0.013991506,0.490423482,0.650836527
rho.bIS[Human Density Coral Kauai],-0.584153414,-0.405094159,0.133086624,0.621677081,0.753424545
rho.bIS[Intercept Coral x Coral Kauai],-0.592026448,-0.431354287,0.064571413,0.533446365,0.680413956
rho.bIS[Coral Coral x Coral Kauai],-0.684206042,-0.530068166,-0.030030018,0.484154705,0.641637043
rho.bIS[Coral x Coral Coral x Coral Kauai],1,1,1,1,1
rho.bIS[Sand Coral x Coral Kauai],-0.680139908,-0.527536329,-0.03093204,0.49526905,0.657226695
rho.bIS[CCA Coral x Coral Kauai],-0.673670495,-0.519947345,-0.017534475,0.491247957,0.650684272
rho.bIS[Depth Coral x Coral Kauai],-0.665834588,-0.513818228,-0.006471001,0.502729694,0.663370421
rho.bIS[Complexity Coral x Coral Kauai],-0.721844733,-0.552508868,0.072109116,0.637909666,0.77595092
rho.bIS[Water Clarity Coral x Coral Kauai],-0.644893019,-0.488099803,0.016479274,0.512987905,0.671797068
rho.bIS[SST Coral x Coral Kauai],-0.674871722,-0.519189107,-0.012176442,0.50012923,0.655191114
rho.bIS[Waves Coral x Coral Kauai],-0.661247887,-0.504018841,0.000628536,0.499690082,0.657096571
rho.bIS[Waves x Waves Coral x Coral Kauai],-0.670794463,-0.511073434,-0.005383384,0.499901427,0.662630912
